1487300509440,0
1487300509643,481.48
1487300509843,81.63
1487300510044,1.35
1487300510244,0.01
1487300510443,0
1487300510643,0
1487300510844,0
1487300511044,0
1487300511244,0
1487300511444,0
1487300511644,0
1487300511844,0
1487300512043,0
1487300512244,0
1487300512444,0
1487300512644,0
1487300512844,0
1487300513044,0
1487300513244,0
1487300513444,0
1487300513643,0
1487300513844,0
1487300514044,0
1487300514243,0
1487300514444,0
1487300514644,0
1487300514844,0
1487300515044,0
1487300515244,0
1487300515443,0
1487300515644,0
1487300515844,0
1487300516044,0
1487300516243,0
1487300516444,0
1487300516644,0
1487300516844,0
1487300517044,0
1487300517243,0
1487300517444,0
1487300517644,0
1487300517844,0
1487300518044,0
1487300518244,0
1487300518444,0
1487300518644,0
1487300518844,0
1487300519044,0
1487300519244,0
1487300519444,0
1487300519644,0
1487300519843,0
1487300520044,0
1487300520244,0
1487300520445,0
1487300520644,0
1487300520844,0
1487300521044,0
1487300521244,0
1487300521444,0
1487300521644,0
1487300521844,0
1487300522044,0
1487300522244,0
1487300522445,0
1487300522644,0
1487300522844,0
1487300523044,0
1487300523244,0
1487300523444,0
1487300523644,0
1487300523844,0
1487300524044,0
1487300524244,0
1487300524444,0
1487300524644,0
1487300524844,0
1487300525044,0
1487300525244,0
1487300525444,0
1487300525644,0
1487300525844,0
1487300526045,0
1487300526244,0
1487300526444,0
1487300526644,0
1487300526844,0
1487300527044,0
1487300527244,0
1487300527444,0
1487300527644,0
1487300527844,0
1487300528044,0
1487300528244,0
1487300528444,0
1487300528644,0
1487300528845,0
1487300529044,0
1487300529245,0
1487300529444,0
1487300529644,0
1487300529844,0
1487300530044,0
1487300530245,0
1487300530445,0
1487300530644,0
1487300530844,0
1487300531044,0
1487300531244,0
1487300531444,0
1487300531645,0
1487300531844,0
1487300532045,0
1487300532244,0
1487300532445,0
1487300532644,0
1487300532845,0
1487300533044,0
1487300533245,0
1487300533444,0
1487300533645,0
1487300533845,0
1487300534044,0
1487300534244,0
1487300534445,0
1487300534644,0
1487300534844,0
1487300535045,0
1487300535244,0
1487300535444,0
1487300535645,0
1487300535844,0
1487300536045,0
1487300536244,0
1487300536444,0
1487300536644,0
1487300536845,0
1487300537044,0
1487300537244,481.59
1487300537445,481.59
1487300537644,481.59
1487300537845,481.8
1487300538044,481.8
1487300538245,481.8
1487300538444,481.8
1487300538645,481.8
1487300538845,481.8
1487300539045,481.8
1487300539245,481.8
1487300539445,482.59
1487300539645,482.59
1487300539844,482.94
1487300540045,482.94
1487300540244,482.94
1487300540445,482.94
1487300540644,482.94
1487300540845,482.94
1487300541045,482.94
1487300541245,482.94
1487300541445,482.94
1487300541644,482.94
1487300541845,482.94
1487300542045,482.94
1487300542245,482.94
1487300542445,482.94
1487300542644,482.94
1487300542845,482.93
1487300543044,482.89
1487300543245,482.84
1487300543445,482.81
1487300543645,482.83
1487300543845,482.84
1487300544045,482.84
1487300544244,482.83
1487300544445,482.81
1487300544645,482.77
1487300544845,482.72
1487300545044,482.68
1487300545245,482.65
1487300545445,482.63
1487300545644,482.62
1487300545845,482.62
1487300546045,482.62
1487300546245,483.48
